tenant_id,source_workspace_name,source_workspace_id,requested_ontology_name,resolved_ontology_name,resolved_ontology_id,source_ontology_lakehouse,source_ontology_lakehouse_id,source_gold_lakehouse,source_gold_lakehouse_id,source_gold_sql_endpoint_id,source_notebooks
68306248-6766-4cfe-8693-8b99abf3cba6,LoanDemoEnv,031bbc7e-6f0e-4dd0-85a0-fee11d03fb0a,AnalyceLoanV3,AnalyzeLoanOnV3,ef14041b-60e3-412c-9084-eee9fedb76e2,AnalyzeLoanOnV3_lh_ef14041b60e3412c9084eee9fedb76e2,6834ed2a-e76b-44a6-a316-19c11c67a680,Gold,2cfc458b-236e-4d9b-b5fd-394c07bc1b86,1d313e12-e9b1-4f9c-9d68-0644a3f96df4,loadgold;GoldImprovments
